"","X","Chromosome","Start","End","Strand","Strand.1","AddressA","AddressB","Design","Color","Context","Random","HumanMethylation27","Mismatches.A","Mismatches.B","CGI.Relation","CpG","GC","SNPs.3","SNPs.5","SNPs.Full","Cross.reactive","ID"
"898","cg18395150","chr1",4728842,4728843,"+","+",62656423,62656423,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",4,67,1,1,1,0,"cg18395150"
"903","cg27181471","chr1",4794111,4794112,"+","+",32642309,32642309,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",7,54,1,1,1,0,"cg27181471"
"904","cg04110918","chr1",4794912,4794913,"-","-",58712359,40698300,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",6,59,1,1,2,0,"cg04110918"
"909","cg01418817","chr1",4841913,4841914,"-","-",71628426,71628426,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",5,66,1,1,1,0,"cg01418817"
"912","cg12622653","chr1",4844027,4844028,"-","-",12675381,12675381,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,63,1,1,1,0,"cg12622653"
"916","cg13474262","chr1",5137221,5137222,"-","-",52638466,52638466,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,48,1,1,1,0,"cg13474262"
"922","cg00500626","chr1",5544470,5544471,"+","+",18647386,18647386,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,54,1,1,2,0,"cg00500626"
"926","cg10591042","chr1",5768486,5768487,"+","+",11622453,11622453,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",4,60,1,1,1,0,"cg10591042"
"932","cg22012759","chr1",5816986,5816987,"-","-",14792391,14792391,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",6,51,0,1,1,0,"cg22012759"
"934","cg23849103","chr1",5890615,5890616,"+","+",21709365,21709365,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,65,1,1,1,0,"cg23849103"
"935","cg02632236","chr1",5893532,5893533,"+","+",64641329,64641329,"II","Both","CG",FALSE,FALSE,1,0,"Open Sea",3,58,1,1,1,0,"cg02632236"
"938","cg12426776","chr1",5920438,5920439,"-","-",24741418,24741418,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",6,64,1,1,1,0,"cg12426776"
"947","cg19640103","chr1",5942160,5942161,"+","+",21684469,36692311,"I","Grn","CG",FALSE,FALSE,0,0,"Open Sea",6,66,1,1,1,0,"cg19640103"
"957","cg13928473","chr1",6063654,6063655,"-","-",73643338,73643338,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,47,1,1,1,0,"cg13928473"
"958","cg24926052","chr1",6063829,6063830,"+","+",11613492,11613492,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",6,47,1,1,1,0,"cg24926052"
"962","cg14578612","chr1",6131984,6131985,"+","+",49766422,49766422,"II","Both","CG",FALSE,FALSE,0,0,"Island",6,72,1,1,2,0,"cg14578612"
"964","cg26300857","chr1",6142719,6142720,"+","+",39632488,39632488,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,63,0,1,1,0,"cg26300857"
"965","cg13860836","chr1",6146203,6146204,"-","-",47734387,47734387,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,45,1,1,2,0,"cg13860836"
"968","cg07173934","chr1",6169988,6169989,"-","-",51612469,51612469,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",8,67,1,1,1,0,"cg07173934"
"975","cg00587890","chr1",6207252,6207253,"+","+",58751310,58751310,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",1,58,1,1,1,0,"cg00587890"
"976","cg01055025","chr1",6226998,6226999,"+","+",62685344,62685344,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,64,0,1,1,0,"cg01055025"
"980","cg06147379","chr1",6266099,6266100,"-","-",15746421,15746421,"II","Both","CG",FALSE,FALSE,0,0,"Island",9,71,0,1,2,0,"cg06147379"
"983","cg21210232","chr1",6268709,6268710,"-","-",71752391,17771344,"I","Red","CG",FALSE,FALSE,0,0,"North Shore",6,61,0,1,1,0,"cg21210232"
"990","cg03916104","chr1",6314748,6314749,"-","-",61636498,30709484,"I","Grn","CG",FALSE,FALSE,0,0,"South Shore",9,66,1,1,1,0,"cg03916104"
"996","cg17080913","chr1",6328733,6328734,"-","-",30613393,30613393,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",8,65,1,1,1,0,"cg17080913"
"997","cg16293838","chr1",6330521,6330522,"+","+",53610339,53610339,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,65,1,1,1,0,"cg16293838"
"998","cg24927687","chr1",6336519,6336520,"+","+",27652455,27652455,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",7,59,0,1,1,0,"cg24927687"
"1001","cg13209388","chr1",6355060,6355061,"+","+",31617358,31617358,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,53,0,1,1,0,"cg13209388"
"1008","cg25706257","chr1",6390530,6390531,"+","+",44620311,69796487,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",4,62,1,1,1,0,"cg25706257"
"1010","cg16049283","chr1",6419606,6419607,"+","+",58658449,69762340,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",3,68,1,1,1,0,"cg16049283"
"1011","cg02995045","chr1",6419906,6419907,"+","+",69674336,69674336,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,59,1,1,1,0,"cg02995045"
"1024","cg12814070","chr1",6526182,6526183,"+","+",31681363,40759339,"I","Grn","CG",FALSE,FALSE,0,0,"Island",14,77,1,1,2,0,"cg12814070"
"1032","cg01665243","chr1",6546783,6546784,"+","+",25640372,25640372,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",3,56,1,1,1,0,"cg01665243"
"1046","cg05389555","chr1",6659504,6659505,"+","+",70648482,70648482,"II","Both","CG",FALSE,FALSE,0,0,"Island",5,59,1,1,1,0,"cg05389555"
"1047","cg17246131","chr1",6673671,6673672,"-","-",74788470,74788470,"II","Both","CG",FALSE,FALSE,0,0,"Island",7,67,1,1,1,0,"cg17246131"
"1062","cg06759559","chr1",7028331,7028332,"-","-",39699323,39699323,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,51,1,1,1,0,"cg06759559"
"1074","cg24999973","chr1",7311132,7311133,"-","-",70765456,34748318,"I","Grn","CG",FALSE,FALSE,0,0,"Open Sea",6,62,1,1,1,0,"cg24999973"
"1091","cg14278614","chr1",7740806,7740807,"+","+",29770459,29770459,"II","Both","CG",FALSE,FALSE,0,0,"Island",4,52,0,1,2,0,"cg14278614"
"1103","cg05803631","chr1",7844446,7844447,"-","-",38788450,49741344,"I","Red","CG",FALSE,FALSE,0,0,"Island",14,80,0,1,2,0,"cg05803631"
"1132","cg21279510","chr1",8277627,8277628,"-","-",29788317,29788317,"II","Both","CG",FALSE,FALSE,0,0,"Island",9,67,1,1,1,0,"cg21279510"
"1133","cg00894449","chr1",8280499,8280500,"-","-",42750465,42750465,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",3,58,0,1,1,0,"cg00894449"
"1134","cg17857357","chr1",8319223,8319224,"+","+",20660366,20660366,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,40,1,1,1,0,"cg17857357"
"1137","cg25135563","chr1",8380999,8381000,"+","+",67698420,29673467,"I","Red","CG",FALSE,FALSE,0,0,"North Shelf",4,62,1,1,2,0,"cg25135563"
"1138","cg00184512","chr1",8383636,8383637,"-","-",19685412,19685412,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",3,51,0,1,1,0,"cg00184512"
"1139","cg03145274","chr1",8383899,8383900,"-","-",39613451,21780413,"I","Red","CG",FALSE,FALSE,0,0,"North Shore",4,62,1,1,1,0,"cg03145274"
"1146","cg02034204","chr1",8394077,8394078,"+","+",14618318,14618318,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",2,46,1,1,1,0,"cg02034204"
"1158","cg15701149","chr1",8536454,8536455,"+","+",10717442,10717442,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,50,1,1,1,0,"cg15701149"
"1163","cg00003187","chr1",8739981,8739982,"+","+",37788452,37788452,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,40,1,1,1,0,"cg00003187"
"1174","cg21812850","chr1",9097241,9097242,"-","-",39717419,39717419,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",2,49,1,1,1,0,"cg21812850"
"1178","cg17554996","chr1",9131710,9131711,"-","-",30662345,30662345,"II","Both","CG",FALSE,FALSE,0,0,"Island",7,71,1,1,1,0,"cg17554996"
"1179","cg13869484","chr1",9140563,9140564,"-","-",23640495,23640495,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,47,1,1,1,0,"cg13869484"
"1182","cg14855124","chr1",9180023,9180024,"-","-",60625402,60625402,"II","Both","CG",FALSE,FALSE,1,0,"Open Sea",3,63,1,1,1,0,"cg14855124"
"1183","cg25103337","chr1",9293583,9293584,"+","+",60628382,60628382,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",2,61,1,1,1,0,"cg25103337"
"1192","cg16256342","chr1",9329611,9329612,"-","-",38623468,38623468,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,50,1,1,1,0,"cg16256342"
"1193","cg09869882","chr1",9340583,9340584,"-","-",48692477,48692477,"II","Both","CG",FALSE,FALSE,1,0,"Open Sea",5,60,1,1,1,0,"cg09869882"
"1194","cg16162930","chr1",9341141,9341142,"-","-",33786330,68681333,"I","Grn","CG",FALSE,FALSE,0,0,"Open Sea",6,63,1,1,4,0,"cg16162930"
"1198","cg26352795","chr1",9354739,9354740,"+","+",58684435,58684435,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,42,1,1,1,0,"cg26352795"
"1201","cg19809157","chr1",9422438,9422439,"-","-",30694318,30694318,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,50,0,1,2,0,"cg19809157"
"1207","cg03003073","chr1",9489434,9489435,"-","-",33613491,33613491,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",3,47,1,1,2,0,"cg03003073"
"1241","cg24003955","chr1",9912508,9912509,"+","+",60730458,60730458,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,53,1,1,1,0,"cg24003955"
"1250","cg09355820","chr1",10092237,10092238,"+","+",72701359,72701359,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",8,61,0,1,1,0,"cg09355820"
"1252","cg15208524","chr1",10270712,10270713,"+","+",57782468,20663449,"I","Red","CG",FALSE,FALSE,0,0,"Island",17,80,0,1,1,0,"cg15208524"
"1271","cg11344572","chr1",10702712,10702713,"-","-",32620443,73790391,"I","Grn","CG",FALSE,FALSE,0,0,"South Shore",7,70,1,1,1,0,"cg11344572"
"1278","cg23937582","chr1",10757902,10757903,"-","-",11617320,11617320,"II","Both","CG",FALSE,FALSE,0,0,"Island",7,62,1,1,1,0,"cg23937582"
"1284","cg13681765","chr1",10820488,10820489,"-","-",53666433,53666433,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,49,1,1,1,0,"cg13681765"
"1286","cg05821633","chr1",10837632,10837633,"-","-",49706359,22609355,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",5,46,1,1,1,0,"cg05821633"
"1297","cg17944737","chr1",10995014,10995015,"-","-",74797373,74797373,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,59,0,1,1,0,"cg17944737"
"1300","cg02987658","chr1",11024270,11024271,"-","-",18807356,45626397,"I","Grn","CG",FALSE,FALSE,0,0,"Open Sea",3,49,1,1,1,0,"cg02987658"
"1303","cg06770536","chr1",11042381,11042382,"+","+",20780391,20780391,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,54,1,1,1,0,"cg06770536"
"1305","cg22337407","chr1",11046185,11046186,"-","-",61739310,59799364,"I","Grn","CG",FALSE,FALSE,0,0,"Open Sea",5,48,1,1,2,0,"cg22337407"
"1310","cg14853169","chr1",11113080,11113081,"+","+",46709390,27744304,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",6,62,1,1,1,0,"cg14853169"
"1326","cg26145096","chr1",11398738,11398739,"+","+",23670487,23670487,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,55,1,1,1,0,"cg26145096"
"1334","cg19743622","chr1",11599019,11599020,"-","-",67679351,67679351,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",3,64,1,1,1,0,"cg19743622"
"1345","cg04476741","chr1",11724884,11724885,"+","+",39694454,39694454,"II","Both","CG",FALSE,FALSE,0,0,"Island",8,66,1,1,1,0,"cg04476741"
"1349","cg24117376","chr1",11751624,11751625,"-","-",72734344,21807384,"I","Grn","CG",FALSE,FALSE,0,0,"Island",11,81,1,1,1,0,"cg24117376"
"1352","cg20432181","chr1",11780001,11780002,"+","+",22620401,45600442,"I","Red","CG",FALSE,FALSE,0,0,"Island",9,63,0,1,1,0,"cg20432181"
"1356","cg22501942","chr1",11798278,11798279,"+","+",28775433,28775433,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",1,61,0,1,1,0,"cg22501942"
"1357","cg12281152","chr1",11821573,11821574,"+","+",22695313,47755359,"I","Red","CG",FALSE,FALSE,0,0,"North Shore",2,59,1,1,1,0,"cg12281152"
"1363","cg23086274","chr1",11968159,11968160,"+","+",11786392,62707436,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",5,46,0,1,2,0,"cg23086274"
"1374","cg05398737","chr1",12078755,12078756,"+","+",38727361,12755369,"I","Grn","CG",FALSE,FALSE,0,0,"North Shore",8,53,1,1,1,0,"cg05398737"
"1376","cg17838368","chr1",12120304,12120305,"-","-",66669365,66669365,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",2,58,1,1,1,0,"cg17838368"
"1378","cg08547922","chr1",12173373,12173374,"-","-",67606464,67606464,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,42,1,1,2,0,"cg08547922"
"1381","cg00566331","chr1",12218613,12218614,"+","+",57618454,43682448,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",4,54,1,1,2,0,"cg00566331"
"1386","cg03208707","chr1",12289388,12289389,"+","+",49652383,49652383,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",1,21,1,1,2,0,"cg03208707"
"1387","cg04875041","chr1",12514747,12514748,"-","-",56784387,56784387,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,51,1,1,1,0,"cg04875041"
"1388","cg10204259","chr1",12539376,12539377,"-","-",26771420,26771420,"II","Both","CG",TRUE,FALSE,0,0,"Open Sea",2,53,0,1,1,0,"cg10204259"
"1395","cg23887839","chr1",12606996,12606997,"+","+",48673495,48673495,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,58,1,1,1,0,"cg23887839"
"1397","cg05230551","chr1",12633465,12633466,"-","-",25623315,25623315,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,56,1,1,1,0,"cg05230551"
"1403","cg17985555","chr1",12681145,12681146,"-","-",25723403,25723403,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",3,57,1,1,2,0,"cg17985555"
"1404","cg01040782","chr1",12704481,12704482,"+","+",41762483,41762483,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,56,1,2,2,0,"cg01040782"
"1407","cg01097325","chr1",12775848,12775849,"+","+",35640411,35640411,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,49,1,1,1,0,"cg01097325"
"1408","cg00254956","chr1",12776160,12776161,"+","+",61696350,61696350,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,58,1,1,1,0,"cg00254956"
"1411","cg07479750","chr1",12888853,12888854,"-","-",28711491,61677474,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",2,56,1,1,2,6,"cg07479750"
"1413","cg00295060","chr1",12894699,12894700,"+","+",27689381,27689381,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,46,1,1,1,6,"cg00295060"
"1428","cg12937438","chr1",13840411,13840412,"+","+",74645301,74645301,"II","Both","CG",FALSE,FALSE,0,0,"Island",8,63,1,1,1,0,"cg12937438"
"1438","cg18150460","chr1",14109904,14109905,"-","-",39770365,39770365,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,51,1,1,1,0,"cg18150460"
"1439","cg16652739","chr1",14134260,14134261,"+","+",15644491,15644491,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,40,0,1,1,0,"cg16652739"
"1443","cg18081498","chr1",14219312,14219313,"-","-",30808431,30808431,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",4,62,1,1,1,0,"cg18081498"
"1447","cg07415947","chr1",14309749,14309750,"-","-",53691353,44681363,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",6,74,1,1,3,9,"cg07415947"
"1454","cg18229556","chr1",14991440,14991441,"+","+",74600308,72765487,"I","Red","CG",TRUE,FALSE,0,0,"Open Sea",2,54,1,1,2,0,"cg18229556"
"1461","cg23020600","chr1",15256123,15256124,"-","-",16765374,16765374,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,53,0,1,1,0,"cg23020600"
"1471","cg14219262","chr1",15434439,15434440,"-","-",63656360,63656360,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,50,1,1,1,0,"cg14219262"
"1472","cg10989683","chr1",15478401,15478402,"-","-",23789470,23789470,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",1,43,1,1,1,0,"cg10989683"
"1473","cg20811856","chr1",15479264,15479265,"-","-",30612329,34723406,"I","Red","CG",FALSE,FALSE,0,0,"Island",11,67,1,1,2,0,"cg20811856"
"1481","cg13234882","chr1",15573050,15573051,"+","+",53628462,53628462,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",5,53,1,1,2,0,"cg13234882"
"1484","cg06536159","chr1",15631449,15631450,"-","-",72678327,72678327,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,61,1,1,2,0,"cg06536159"
"1486","cg07180971","chr1",15707687,15707688,"-","-",13747395,13747395,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",7,50,1,1,1,0,"cg07180971"
"1493","cg03738329","chr1",15759438,15759439,"+","+",23746318,23746318,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,53,1,1,1,0,"cg03738329"
"1497","cg14078231","chr1",15850601,15850602,"+","+",30686325,30686325,"II","Both","CG",FALSE,FALSE,0,0,"Island",6,67,1,1,2,0,"cg14078231"
"1518","cg22018967","chr1",16073520,16073521,"+","+",38809371,38809371,"II","Both","CG",FALSE,FALSE,0,0,"Island",4,64,0,1,1,0,"cg22018967"
"1519","cg25363046","chr1",16074463,16074464,"+","+",10806400,10806400,"II","Both","CG",FALSE,FALSE,1,0,"South Shore",2,51,0,1,2,0,"cg25363046"
"1527","cg10307802","chr1",16165243,16165244,"+","+",56651328,56651328,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",3,39,0,1,1,0,"cg10307802"
"1542","cg13081498","chr1",16345368,16345369,"-","-",62689375,62689375,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,62,1,1,1,0,"cg13081498"
"1545","cg09808075","chr1",16369631,16369632,"-","-",19741485,19741485,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,60,1,1,3,1,"cg09808075"
"1548","cg13358262","chr1",16374167,16374168,"+","+",73681362,73681362,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,55,1,1,2,0,"cg13358262"
"1553","cg07422619","chr1",16405600,16405601,"+","+",63708380,63708380,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,56,1,1,1,0,"cg07422619"
"1558","cg27582323","chr1",16472728,16472729,"-","-",14704347,14704347,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",5,51,1,1,2,0,"cg27582323"
"1570","cg21117207","chr1",16539813,16539814,"-","-",63709465,63709465,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",1,50,1,1,1,0,"cg21117207"
"1575","cg08272073","chr1",16558399,16558400,"+","+",70609392,70609392,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,63,1,1,1,0,"cg08272073"
"1599","cg16116244","chr1",16939841,16939842,"+","+",52628377,33693402,"I","Red","CG",FALSE,FALSE,0,0,"Island",11,70,1,1,1,0,"cg16116244"
"1606","cg26191661","chr1",16957414,16957415,"-","-",50740319,50740319,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,60,1,1,1,0,"cg26191661"
"1614","cg01055135","chr1",16975005,16975006,"-","-",26658478,26658478,"II","Both","CG",FALSE,FALSE,0,0,"Island",8,60,0,1,1,0,"cg01055135"
"1620","cg25196716","chr1",17018684,17018685,"-","-",64647415,64647415,"II","Both","CG",FALSE,FALSE,0,0,"Island",6,67,1,1,1,0,"cg25196716"
"1621","cg21460394","chr1",17020457,17020458,"-","-",54719393,46728383,"I","Red","CG",FALSE,FALSE,0,0,"Island",9,63,1,1,1,0,"cg21460394"
"1632","cg09684160","chr1",17054957,17054958,"+","+",44796400,18732377,"I","Grn","CG",FALSE,FALSE,0,0,"South Shelf",6,41,1,1,1,0,"cg09684160"
"1636","cg07772660","chr1",17085863,17085864,"+","+",37757350,37757350,"II","Both","CG",FALSE,FALSE,0,0,"Island",10,67,1,1,2,1,"cg07772660"
"1644","cg10949378","chr1",17195765,17195766,"-","-",22732432,22732432,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",2,53,0,1,1,0,"cg10949378"
"1664","cg17744878","chr1",17308158,17308159,"-","-",51762459,51762459,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",2,60,1,1,1,0,"cg17744878"
"1667","cg03937609","chr1",17326539,17326540,"+","+",30728366,30728366,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,68,1,1,1,0,"cg03937609"
"1669","cg13915730","chr1",17380506,17380507,"+","+",37671471,44636318,"I","Red","CG",FALSE,FALSE,0,1,"Island",10,70,1,1,1,0,"cg13915730"
"1676","cg08877463","chr1",17520718,17520719,"-","-",51729310,51729310,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,57,1,1,1,0,"cg08877463"
"1679","cg03113358","chr1",17531581,17531582,"+","+",37617374,37617374,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,59,1,1,1,0,"cg03113358"
"1683","cg10778072","chr1",17564995,17564996,"+","+",62685380,62685380,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,60,1,1,1,0,"cg10778072"
"1686","cg05124692","chr1",17633195,17633196,"+","+",35755344,35755344,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,47,1,1,2,0,"cg05124692"
"1690","cg02053132","chr1",17674864,17674865,"+","+",40754486,40754486,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,59,1,2,2,0,"cg02053132"
"1692","cg21857822","chr1",17698725,17698726,"-","-",41661484,41661484,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,68,1,1,1,0,"cg21857822"
"1701","cg27172331","chr1",17906305,17906306,"-","-",19672364,19672364,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,65,1,1,1,0,"cg27172331"
"1702","cg22111457","chr1",17949485,17949486,"+","+",25712441,35603451,"I","Red","CG",FALSE,FALSE,0,0,"Island",6,72,1,1,1,0,"cg22111457"
"1708","cg17078864","chr1",18024197,18024198,"-","-",51768449,51768449,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",4,62,1,1,2,0,"cg17078864"
"1715","cg18150469","chr1",18284923,18284924,"+","+",35726454,35726454,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,43,1,1,1,0,"cg18150469"
"1717","cg18890112","chr1",18367799,18367800,"+","+",16797476,43797367,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",4,56,1,1,1,0,"cg18890112"
"1718","cg12907295","chr1",18417622,18417623,"+","+",67609475,67609475,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,49,1,1,1,0,"cg12907295"
"1725","cg16393182","chr1",18472902,18472903,"-","-",58641433,58641433,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,58,1,1,1,0,"cg16393182"
"1726","cg12640049","chr1",18503103,18503104,"-","-",21694460,21694460,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,49,1,1,1,0,"cg12640049"
"1753","cg04298811","chr1",19113523,19113524,"+","+",14752480,14752480,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",2,43,1,1,2,0,"cg04298811"
"1757","cg20678988","chr1",19186260,19186261,"-","-",63806509,63806509,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,59,1,1,1,0,"cg20678988"
"1762","cg07592775","chr1",19210017,19210018,"+","+",12673368,12673368,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",3,61,1,1,1,0,"cg07592775"
"1767","cg22495155","chr1",19243384,19243385,"+","+",47669493,47669493,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",7,57,1,1,1,0,"cg22495155"
"1770","cg17025908","chr1",19291857,19291858,"+","+",31682354,31682354,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,52,1,1,1,0,"cg17025908"
"1784","cg07162162","chr1",19601026,19601027,"-","-",50663360,50663360,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",4,59,1,1,2,0,"cg07162162"
"1785","cg23260966","chr1",19604100,19604101,"+","+",16611505,20743313,"I","Red","CG",FALSE,FALSE,0,0,"South Shelf",5,55,1,1,1,1,"cg23260966"
"1790","cg16675581","chr1",19637256,19637257,"-","-",54732496,54732496,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",3,56,1,1,2,0,"cg16675581"
"1807","cg26824678","chr1",19777949,19777950,"-","-",49786417,49786417,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,46,1,1,1,0,"cg26824678"
"1810","cg15624109","chr1",19816162,19816163,"+","+",15645483,15645483,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",5,60,1,1,1,0,"cg15624109"
